Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Outlet_Establishment_Year,Item_Sales
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,2375
NS04,500,High,Nuts,85,V001,Medium,Micro Store - Main,2010,8415
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,2940
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,13250
CR11,25,Low,Cracker,10,S003,Small,Micro Store C,2016,380
CR14,100,Low,Cracker,53,V001,Medium,Micro Store - Main,2010,2173
CR15,25,Low,Cracker,7,L002,Small,Micro Store B,2014,595
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,1225
CH03,50,High,Chicharon,20,L002,Small,Micro Store B,2014,820
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,225
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,3770
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,9280
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,8550
BR08,500,Low,Bread,125,L002,Small,Micro Store B,2014,6000
BR08,500,Low,Bread,125,S003,Small,Micro Store C,2016,5625
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,500
CR15,25,Low,Cracker,7,L002,Small,Micro Store B,2014,399
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,1540
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,315
NS09,500,High,Nuts,85,V001,Medium,Micro Store - Main,2010,5780
NS10,500,High,Nuts,145,S003,Small,Micro Store C,2016,10730
NS11,500,High,Nuts,100,S003,Small,Micro Store C,2016,8500
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,5250
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,32190
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,2375
NS03,500,High,Nuts,80,L002,Small,Micro Store B,2014,1680
NS04,500,High,Nuts,85,V001,Medium,Micro Store - Main,2010,5185
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,2380
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,10125
BI01,2000,High,Biscuit,310,L002,Small,Micro Store B,2014,14570
CR13,85,Low,Cracker,13,V001,Medium,Micro Store - Main,2010,1053
NS05,500,High,Nuts,90,S003,Small,Micro Store C,2016,3690
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,7350
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,238
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,2800
CH03,50,High,Chicharon,20,S003,Small,Micro Store C,2016,2140
CR10,25,Low,Cracker,5,V001,Medium,Micro Store - Main,2010,65
CR11,25,Low,Cracker,10,L002,Small,Micro Store B,2014,160
CR11,25,Low,Cracker,10,V001,Medium,Micro Store - Main,2010,530
CR14,100,Low,Cracker,53,S003,Small,Micro Store C,2016,2438
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,231
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,182
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,805
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,1855
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,5750
BI01,2000,High,Biscuit,310,S003,Small,Micro Store C,2016,31620
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,1295
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,8375
NS04,500,High,Nuts,85,S003,Small,Micro Store C,2016,170
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,2275
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,12250
BI01,2000,High,Biscuit,310,S003,Small,Micro Store C,2016,6820
BI01,2000,High,Biscuit,310,V001,Medium,Micro Store - Main,2010,28520
CR13,85,Low,Cracker,13,V001,Medium,Micro Store - Main,2010,1040
NS05,500,High,Nuts,90,V001,Medium,Micro Store - Main,2010,7020
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,5550
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,12180
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,10440
CR11,25,Low,Cracker,10,S003,Small,Micro Store C,2016,90
CR14,100,Low,Cracker,53,S003,Small,Micro Store C,2016,2544
CR13,85,Low,Cracker,13,V001,Medium,Micro Store - Main,2010,195
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,13750
BI01,2000,High,Biscuit,310,S003,Small,Micro Store C,2016,1550
CR13,85,Low,Cracker,13,S003,Small,Micro Store C,2016,1183
NS05,500,High,Nuts,90,L002,Small,Micro Store B,2014,4860
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,825
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,31320
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,3190
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,21
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,280
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,3045
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,3185
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,4125
BI01,2000,High,Biscuit,310,V001,Medium,Micro Store - Main,2010,12090
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,2975
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,7750
BR09,60,Low,Bread,20,V001,Medium,Micro Store - Main,2010,2260
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,301
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,3395
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,3185
NS03,500,High,Nuts,80,V001,Medium,Micro Store - Main,2010,3520
NS03,500,High,Nuts,80,V001,Medium,Micro Store - Main,2010,4240
CR14,100,Low,Cracker,53,L002,Small,Micro Store B,2014,5618
CR15,25,Low,Cracker,7,L002,Small,Micro Store B,2014,546
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,13680
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,6365
NS03,500,High,Nuts,80,V001,Medium,Micro Store - Main,2010,5040
CR14,100,Low,Cracker,53,S003,Small,Micro Store C,2016,3286
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,308
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,3745
CH03,50,High,Chicharon,20,V001,Medium,Micro Store - Main,2010,1120
BI03,1500,High,Biscuit,290,L002,Small,Micro Store B,2014,23780
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,33060
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,2755
BR08,500,Low,Bread,125,S003,Small,Micro Store C,2016,750
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,300
BI02,1660,High,Biscuit,304,L002,Small,Micro Store B,2014,10640
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,900
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,24940
CH07,150,High,Chicharon,15,S003,Small,Micro Store C,2016,735
CH08,500,High,Chicharon,100,L002,Small,Micro Store B,2014,6600
CH01,1000,High,Chicharon,190,V001,Medium,Micro Store - Main,2010,1710
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,175
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,10625
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,4350
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,18850
BI01,2000,High,Biscuit,310,L002,Small,Micro Store B,2014,33170
CR13,85,Low,Cracker,13,V001,Medium,Micro Store - Main,2010,1066
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,3815
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,1855
CH03,50,High,Chicharon,20,S003,Small,Micro Store C,2016,1480
NS12,500,High,Nuts,75,L002,Small,Micro Store B,2014,675
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,12470
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,11890
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,13125
CR11,25,Low,Cracker,10,S003,Small,Micro Store C,2016,1010
CR14,100,Low,Cracker,53,V001,Medium,Micro Store - Main,2010,159
CR15,25,Low,Cracker,7,L002,Small,Micro Store B,2014,728
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,9750
BR06,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,8500
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,16112
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,8625
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,18560
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,6270
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,4200
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,2750
BI01,2000,High,Biscuit,310,S003,Small,Micro Store C,2016,1860
BI01,2000,High,Biscuit,310,L002,Small,Micro Store B,2014,7130
CR13,85,Low,Cracker,13,L002,Small,Micro Store B,2014,533
NS05,500,High,Nuts,90,V001,Medium,Micro Store - Main,2010,3780
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,5400
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,15080
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,19720
BI03,1500,High,Biscuit,290,L002,Small,Micro Store B,2014,13050
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,5415
NS03,500,High,Nuts,80,V001,Medium,Micro Store - Main,2010,3760
CR14,100,Low,Cracker,53,V001,Medium,Micro Store - Main,2010,371
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,581
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,1505
CH03,50,High,Chicharon,20,V001,Medium,Micro Store - Main,2010,680
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,500
BI01,2000,High,Biscuit,310,L002,Small,Micro Store B,2014,26040
CR13,85,Low,Cracker,13,L002,Small,Micro Store B,2014,117
NS05,500,High,Nuts,90,V001,Medium,Micro Store - Main,2010,3510
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,225
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,17110
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,21170
BI01,2000,High,Biscuit,310,S003,Small,Micro Store C,2016,8990
CR13,85,Low,Cracker,13,S003,Small,Micro Store C,2016,338
NS05,500,High,Nuts,90,V001,Medium,Micro Store - Main,2010,9450
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,6675
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,24360
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,16530
CR11,25,Low,Cracker,10,S003,Small,Micro Store C,2016,490
CR14,100,Low,Cracker,53,V001,Medium,Micro Store - Main,2010,2173
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,546
CR07,85,Low,Cracker,20,L002,Small,Micro Store B,2014,640
CR10,25,Low,Cracker,5,L002,Small,Micro Store B,2014,85
CR11,25,Low,Cracker,10,V001,Medium,Micro Store - Main,2010,700
CR14,100,Low,Cracker,53,S003,Small,Micro Store C,2016,265
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,4350
BI03,1500,High,Biscuit,290,L002,Small,Micro Store B,2014,30450
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,475
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,1840
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,1400
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,2380
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,11625
BR09,60,Low,Bread,20,L002,Small,Micro Store B,2014,1380
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,560
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,3045
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,3465
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,3125
BI01,2000,High,Biscuit,310,V001,Medium,Micro Store - Main,2010,22320
BR09,60,Low,Bread,20,V001,Medium,Micro Store - Main,2010,1740
BI02,1660,High,Biscuit,304,L002,Small,Micro Store B,2014,24320
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,24650
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,10355
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,8240
NS03,500,High,Nuts,80,V001,Medium,Micro Store - Main,2010,1920
CR14,100,Low,Cracker,53,S003,Small,Micro Store C,2016,4558
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,462
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,6080
NS03,500,High,Nuts,80,V001,Medium,Micro Store - Main,2010,1360
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,3625
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,2730
BI01,2000,High,Biscuit,310,S003,Small,Micro Store C,2016,17050
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,6555
NS04,500,High,Nuts,85,V001,Medium,Micro Store - Main,2010,2890
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,700
CR11,25,Low,Cracker,10,V001,Medium,Micro Store - Main,2010,900
CR14,100,Low,Cracker,53,L002,Small,Micro Store B,2014,5247
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,70
CR01,1000,Low,Cracker,195,V001,Medium,Micro Store - Main,2010,14625
NS12,500,High,Nuts,75,L002,Small,Micro Store B,2014,3300
BI03,1500,High,Biscuit,290,L002,Small,Micro Store B,2014,23490
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,6080
NS03,500,High,Nuts,80,V001,Medium,Micro Store - Main,2010,4800
CR14,100,Low,Cracker,53,S003,Small,Micro Store C,2016,6095
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,686
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,1330
NS08,500,High,Nuts,135,V001,Medium,Micro Store - Main,2010,11205
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,25232
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,24650
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,190
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,7200
CR14,100,Low,Cracker,53,L002,Small,Micro Store B,2014,3498
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,672
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,3220
BR08,500,Low,Bread,125,V001,Medium,Micro Store - Main,2010,12750
BR09,60,Low,Bread,20,V001,Medium,Micro Store - Main,2010,1420
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,25232
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,7050
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,6090
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,8550
NS03,500,High,Nuts,80,V001,Medium,Micro Store - Main,2010,2640
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,16416
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,11600
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,855
NS04,500,High,Nuts,85,S003,Small,Micro Store C,2016,6715
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,245
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,11875
CR11,25,Low,Cracker,10,L002,Small,Micro Store B,2014,670
CR14,100,Low,Cracker,53,S003,Small,Micro Store C,2016,4558
BR08,500,Low,Bread,125,V001,Medium,Micro Store - Main,2010,13625
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,1460
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,608
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,900
BI03,1500,High,Biscuit,290,L002,Small,Micro Store B,2014,13630
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,9120
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,7360
BR09,60,Low,Bread,20,V001,Medium,Micro Store - Main,2010,1840
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,13680
CR14,100,Low,Cracker,53,V001,Medium,Micro Store - Main,2010,3445
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,14
CH02,100,High,Chicharon,35,L002,Small,Micro Store B,2014,3465
CH03,50,High,Chicharon,20,S003,Small,Micro Store C,2016,1740
CR14,100,Low,Cracker,53,S003,Small,Micro Store C,2016,3233
CR15,25,Low,Cracker,7,L002,Small,Micro Store B,2014,742
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,3010
NS08,500,High,Nuts,135,S003,Small,Micro Store C,2016,13905
NS09,500,High,Nuts,85,V001,Medium,Micro Store - Main,2010,6460
NS10,500,High,Nuts,145,S003,Small,Micro Store C,2016,3770
NS11,500,High,Nuts,100,S003,Small,Micro Store C,2016,5800
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,7275
NS05,500,High,Nuts,90,S003,Small,Micro Store C,2016,8100
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,450
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,4060
BR08,500,Low,Bread,125,V001,Medium,Micro Store - Main,2010,2375
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,1740
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,26448
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,8700
NS01,500,High,Nuts,95,L002,Small,Micro Store B,2014,6840
NS04,500,High,Nuts,85,S003,Small,Micro Store C,2016,2295
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,175
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,5000
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,3815
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,750
NS04,500,High,Nuts,85,S003,Small,Micro Store C,2016,1955
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,3780
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,14125
BI01,2000,High,Biscuit,310,S003,Small,Micro Store C,2016,11160
CR13,85,Low,Cracker,13,V001,Medium,Micro Store - Main,2010,1196
CR14,100,Low,Cracker,53,S003,Small,Micro Store C,2016,5035
CR15,25,Low,Cracker,7,L002,Small,Micro Store B,2014,770
CR01,1000,Low,Cracker,195,S003,Small,Micro Store C,2016,15210
CR07,85,Low,Cracker,20,V001,Medium,Micro Store - Main,2010,1240
CH01,1000,High,Chicharon,190,S003,Small,Micro Store C,2016,4370
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,3220
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,2375
CH01,1000,High,Chicharon,190,L002,Small,Micro Store B,2014,20140
BR08,500,Low,Bread,125,L002,Small,Micro Store B,2014,9250
BR09,60,Low,Bread,20,V001,Medium,Micro Store - Main,2010,320
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,10336
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,5625
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,15950
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,760
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,8560
BI02,1660,High,Biscuit,304,L002,Small,Micro Store B,2014,16416
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,4060
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,8455
NS04,500,High,Nuts,85,S003,Small,Micro Store C,2016,1785
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,3710
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,375
CR11,25,Low,Cracker,10,V001,Medium,Micro Store - Main,2010,230
CR15,25,Low,Cracker,7,S003,Small,Micro Store C,2016,49
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,1785
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,3465
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,12875
BI01,2000,High,Biscuit,310,V001,Medium,Micro Store - Main,2010,34720
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,2140
BI02,1660,High,Biscuit,304,L002,Small,Micro Store B,2014,2432
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,5220
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,8645
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,3680
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,5120
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,1855
NS04,500,High,Nuts,85,S003,Small,Micro Store C,2016,8925
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,3220
BR07,600,Low,Bread,125,V001,Medium,Micro Store - Main,2010,5375
CR11,25,Low,Cracker,10,V001,Medium,Micro Store - Main,2010,470
CR14,100,Low,Cracker,53,S003,Small,Micro Store C,2016,3710
CR15,25,Low,Cracker,7,V001,Medium,Micro Store - Main,2010,798
CH02,100,High,Chicharon,35,S003,Small,Micro Store C,2016,2030
CH03,50,High,Chicharon,20,S003,Small,Micro Store C,2016,1220
CR10,25,Low,Cracker,5,L002,Small,Micro Store B,2014,250
BR09,60,Low,Bread,20,V001,Medium,Micro Store - Main,2010,140
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,12464
NS12,500,High,Nuts,75,V001,Medium,Micro Store - Main,2010,5550
BI03,1500,High,Biscuit,290,L002,Small,Micro Store B,2014,32480
NS01,500,High,Nuts,95,S003,Small,Micro Store C,2016,2945
NS03,500,High,Nuts,80,S003,Small,Micro Store C,2016,3520
BI02,1660,High,Biscuit,304,S003,Small,Micro Store C,2016,3648
BI03,1500,High,Biscuit,290,S003,Small,Micro Store C,2016,16240
NS01,500,High,Nuts,95,V001,Medium,Micro Store - Main,2010,1235
NS04,500,High,Nuts,85,V001,Medium,Micro Store - Main,2010,4165
CH01,1000,High,Chicharon,190,S003,Small,Micro Store C,2016,1140
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,1400
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,14000
CH01,1000,High,Chicharon,190,S003,Small,Micro Store C,2016,12730
CH02,100,High,Chicharon,35,V001,Medium,Micro Store - Main,2010,1855
BR07,600,Low,Bread,125,S003,Small,Micro Store C,2016,7000
BR06,600,Low,Bread,125,S003,Small,Micro Store C,2016,2750
BR08,500,Low,Bread,125,V001,Medium,Micro Store - Main,2010,8875
BR09,60,Low,Bread,20,S003,Small,Micro Store C,2016,2200
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,24928
NS12,500,High,Nuts,75,S003,Small,Micro Store C,2016,7275
BI03,1500,High,Biscuit,290,V001,Medium,Micro Store - Main,2010,30740
BI02,1660,High,Biscuit,304,V001,Medium,Micro Store - Main,2010,28576
